Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,XRF_adjusted_depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo
Random core,653,C04,B09,91,660.5833333,660.5833333,0.35,0.52,3.5,17.7,0.1,1.53,0.9,16.33,0.14,89,1.78,183,340,75,10,40,62,133,9,14,0,10,2,34,0,548,13,95,7,55
Random core,653,C04,B09,93,660.75,660.75,0,0.44,4.38,18.78,0.05,1.51,1.09,14.56,0.16,130,1.75,119,411,75,10,43,50,146,8,18,0,0,0,36,0,513,17,112,0,53
Random core,653,C04,B09,95,660.9166667,660.9166667,0.41,0.56,5.07,18.93,0.08,1.48,1.25,13.91,0.18,61,1.79,0,347,72,10,42,47,120,10,20,0,0,3,38,0,495,17,132,0,54
Random core,653,C04,B09,97,661.0833333,661.0833333,0.45,0.5,7.16,19.5,0.03,1.45,1.6,9.82,0.22,79,1.83,0,315,67,10,38,46,93,16,24,0,11,4,45,0,441,23,173,10,56
Random core,653,C04,B09,101,661.4166667,661.4166667,0,0.37,2.68,24.1,0.11,1.33,0.76,13.25,0.13,57,1.55,0,294,81,8,43,38,95,9,20,0,0,2,38,0,493,14,59,0,42
Random core,653,C04,B09,103,661.5833333,661.5833333,0,0.48,2.52,16.05,0.1,1.25,0.79,18.91,0.13,94,1.36,152,393,70,8,49,64,168,9,14,0,8,0,41,0,624,20,71,7,54
Random core,653,C04,B09,105,661.75,661.75,0,0.19,1.12,6.65,0.06,0.69,0.35,8.53,0.05,39,0.64,0,139,53,3,62,83,93,0,17,0,11,2,42,0,571,22,73,0,55
Random core,653,C04,B09,107,661.9166667,661.9166667,0,0.51,3.22,15.29,0.17,1.28,0.92,19.46,0.15,97,1.44,0,347,134,8,43,60,106,8,11,0,0,3,45,0,659,23,71,0,49
Random core,653,C04,B09,109,662.0833333,662.0833333,0,0.5,3.14,14.82,0.21,1.26,0.91,20.33,0.15,129,1.43,0,363,112,9,46,51,142,7,15,0,10,3,42,0,678,24,70,7,51
Random core,653,C04,B09,111,662.25,662.25,0,0.54,3.04,14.11,0.12,1.44,0.87,20.07,0.15,93,1.64,0,348,123,11,53,66,167,0,16,0,12,2,43,0,645,18,65,6,56
Random core,653,C04,B09,113,662.4166667,662.4166667,0,0.61,3.17,15.02,0.09,1.27,1,19.19,0.16,95,1.47,0,356,136,9,51,67,130,10,14,0,14,3,50,0,605,17,69,6,64
Random core,653,C04,B09,115,662.5833333,662.5833333,0,0.56,2.29,11.99,0.09,1.42,0.69,22.68,0.12,100,1.52,0,375,99,9,56,71,143,6,18,0,11,0,31,0,674,11,54,0,70
Random core,653,C04,B09,117,662.75,662.75,0,0.57,2.66,12.89,0.14,1.05,0.77,21.86,0.12,95,1.1,0,389,77,8,47,56,89,0,14,0,0,3,39,0,674,14,55,0,56
Random core,653,C04,B09,119,662.9166667,662.9166667,0.34,0.42,2.47,12.84,0.11,1.17,0.73,22.37,0.11,93,1.24,137,415,110,8,47,58,189,7,15,0,8,2,35,0,679,16,51,6,63
Random core,663,C04,B10,1,663.0833333,663.0833333,0,0.47,2.4,12.86,0.12,1.05,0.77,22.71,0.11,110,1.05,0,336,87,7,49,66,90,8,12,0,0,2,36,0,697,10,49,0,55
Random core,663,C04,B10,3,663.25,663.25,0,0.53,2.19,13.02,0.07,1.18,0.71,22.63,0.1,120,1.17,0,330,106,8,52,60,117,0,13,0,10,2,33,0,663,11,51,0,61
Random core,663,C04,B10,5,663.4166667,663.4166667,0,0.42,2.31,13.21,0.11,0.89,0.69,22.37,0.11,110,0.96,0,211,89,6,40,44,108,0,10,0,9,2,29,0,661,16,54,0,43
Random core,663,C04,B10,7,663.5833333,663.5833333,0,0.48,0.76,5.33,0.07,0.35,0.26,33.62,0.03,290,0.27,0,80,0,2,22,0,29,0,0,0,0,0,8,0,436,0,19,0,14
Random core,663,C04,B10,9,663.75,663.75,0,0.53,3.2,16.52,0.1,0.95,0.95,18.58,0.14,113,1.15,0,313,134,7,35,54,96,9,12,0,9,2,41,0,576,14,77,5,47
Random core,663,C04,B10,13,664.0833333,664.0833333,0.29,0.71,3.78,15.81,0.16,1.45,0.99,18.71,0.19,134,1.72,0,333,99,11,40,56,114,9,19,0,7,3,41,0,609,16,92,0,46
Random core,663,C04,B10,15,664.25,664.25,0,0.47,3.07,15.43,0.14,1.22,0.83,19.16,0.15,105,1.45,0,248,67,9,33,51,88,7,15,0,0,2,36,0,611,15,85,0,44
Random core,663,C04,B10,17,664.4166667,664.4166667,0.32,0.56,3.11,15.74,0.12,1.45,0.89,18.73,0.15,120,1.58,0,375,78,11,48,63,129,0,17,0,11,2,43,0,593,17,84,0,66
Random core,663,C04,B10,19,664.5833333,664.5833333,0.3,0.64,4.21,17.15,0.13,1.67,1.13,16.53,0.19,125,2.08,0,331,95,13,40,49,83,0,18,0,7,2,47,0,550,13,101,0,49
Random core,663,C04,B10,21,664.75,664.75,0,0.5,3.48,16.36,0.1,1.67,1,17.35,0.17,95,1.92,144,347,0,11,45,64,184,9,16,0,0,3,44,0,576,21,107,0,64
Random core,663,C04,B10,23,664.9166667,664.9166667,0.3,0.61,4.58,17.09,0.12,1.8,1.23,16.08,0.21,104,2.3,0,297,110,14,40,58,94,12,16,0,0,4,51,0,559,20,129,6,48
Random core,663,C04,B10,25,665.0833333,665.0833333,0,0.53,4.73,16.98,0.09,1.73,1.28,15.22,0.22,101,2.19,0,364,121,13,41,61,114,12,20,0,11,4,53,0,546,25,137,6,59
Random core,663,C04,B10,27,665.25,665.25,0,0.58,5.31,16.48,0.08,1.45,1.34,15.02,0.24,81,1.82,0,320,130,12,47,62,150,13,20,0,7,4,49,0,533,24,165,8,63
Random core,663,C04,B10,29,665.4166667,665.4166667,0.43,0.67,6.61,15.17,0.08,1.54,1.58,14.9,0.26,101,1.8,0,471,98,11,43,55,149,16,22,0,9,3,50,0,533,20,221,0,79
Random core,663,C04,B10,31,665.5833333,665.5833333,0,0.44,3.82,17.62,0.07,1.04,0.97,16.92,0.19,86,1.27,0,381,80,8,37,56,97,15,16,0,7,4,49,0,582,19,137,5,55
Random core,663,C04,B10,33,665.75,665.75,0,0.35,3.79,14.22,0.08,1.11,0.79,19.68,0.13,116,1.23,0,392,0,8,40,53,95,13,14,0,0,0,24,0,609,20,120,0,55
Random core,663,C04,B10,35,665.9166667,665.9166667,0.45,0.45,5.7,14.24,0.07,1.15,1.13,16,0.18,87,1.38,0,309,0,8,35,49,100,14,14,35,0,3,32,0,545,14,154,6,41
Random core,663,C04,B10,37,666.0833333,666.0833333,0.94,0.59,9.21,17.97,0.07,1.23,1.53,9.04,0.23,95,1.74,0,221,0,10,20,37,95,20,24,29,0,4,36,0,408,16,188,13,35
Random core,663,C04,B10,39,666.25,666.25,1.32,1.24,11.57,18.83,0.09,2.45,1.65,2.94,0.31,166,3.38,284,260,0,17,9,25,73,22,42,39,15,4,34,0,352,9,262,25,38
Random core,663,C04,B10,41,666.4166667,666.4166667,0,0.38,1.49,14.82,0.12,0.82,0.48,22.47,0.08,63,0.75,0,377,0,4,44,51,106,0,9,0,8,0,21,0,698,16,46,0,53
Random core,663,C04,B10,43,666.5833333,666.5833333,0,0.43,1.33,13.22,0.1,1.03,0.44,23.71,0.08,128,0.87,0,433,0,5,54,51,75,0,10,0,0,0,18,0,697,15,41,0,85
Random core,663,C04,B10,45,666.75,666.75,0,0.43,1.67,12.94,0.11,1.1,0.5,23.76,0.09,117,1.03,292,510,0,7,56,59,124,0,13,0,8,0,23,0,728,19,49,0,79
Random core,663,C04,B10,47,666.9166667,666.9166667,0,0.36,1.76,13.01,0.12,1.04,0.51,23.46,0.1,105,0.97,0,493,0,6,49,64,90,0,12,0,8,2,25,0,716,17,50,0,62
Random core,663,C04,B10,49,667.0833333,667.0833333,0,0.36,1.83,12.17,0.1,1.12,0.55,23.35,0.11,88,1.06,0,482,66,7,52,72,155,0,13,0,8,0,25,0,683,15,50,0,73
Random core,663,C04,B10,51,667.25,667.25,0,0.45,2.95,10.14,0.09,1.54,0.63,23.63,0.22,109,1.56,139,533,70,10,71,98,155,0,27,0,11,2,27,0,652,11,60,0,115
Random core,663,C04,B10,53,667.4166667,667.4166667,0,0.35,1.71,11.99,0.11,1.15,0.49,24.04,0.09,92,1.08,0,497,0,7,58,73,165,0,15,0,0,0,21,0,732,12,42,0,85
Random core,663,C04,B10,55,667.5833333,667.5833333,0,0.34,1.7,12.39,0.12,0.99,0.53,24.38,0.09,100,0.9,0,578,0,6,53,55,364,0,12,0,0,0,24,0,744,11,49,0,70
Random core,663,C04,B10,57,667.75,667.75,0,0.34,1.84,13.13,0.12,1.05,0.6,22.83,0.11,70,0.99,0,524,71,6,52,69,131,0,14,0,0,2,34,0,702,10,44,0,68
Random core,663,C04,B10,59,667.9166667,667.9166667,0,0.38,1.87,12.98,0.12,0.98,0.61,23.33,0.1,100,0.95,319,481,89,6,46,55,129,0,13,0,14,2,32,0,743,13,42,0,44
Random core,663,C04,B10,61,668.0833333,668.0833333,0,0.37,1.69,12.13,0.1,1.12,0.56,24.36,0.09,111,1.02,0,457,0,6,50,52,150,0,14,0,0,2,27,0,722,14,41,0,64
Random core,663,C04,B10,63,668.25,668.25,0,0.35,2.07,12.93,0.11,1.19,0.65,23.57,0.11,107,1.17,0,537,95,7,55,60,95,0,14,0,0,0,29,0,672,12,40,0,72
Random core,663,C04,B10,67,668.5833333,668.5833333,0,0.35,2.03,11.7,0.08,0.99,0.61,24.14,0.09,108,1.02,0,465,94,7,46,52,134,0,17,0,11,2,28,0,686,13,39,0,55
Random core,663,C04,B10,69,668.75,668.75,0,0.28,0.76,8.12,0.03,0.41,0.28,31.7,0.03,243,0.3,0,204,0,2,23,15,47,0,5,0,0,0,9,0,583,0,15,0,16
Random core,663,C04,B10,71,668.9166667,668.9166667,0,0.35,0.48,6.53,0,0.32,0.21,33.32,0.02,242,0.23,0,115,0,1,18,0,28,0,4,0,0,0,0,0,492,0,11,0,20
Random core,663,C04,B10,73,669.0833333,669.0833333,0,0.43,2.21,11.97,0.13,1.1,0.71,24.65,0.12,115,1.15,0,390,0,7,47,62,161,0,14,0,8,2,34,0,694,12,47,0,55
Random core,663,C04,B10,75,669.25,669.25,0,0.42,1.99,12.83,0.09,1.24,0.63,22.9,0.12,109,1.19,0,430,111,7,61,67,149,0,14,0,9,2,35,0,661,12,44,0,87
Random core,663,C04,B10,77,669.4166667,669.4166667,0,0.32,2.07,12.88,0.08,1,0.6,23.85,0.1,104,0.96,0,459,0,6,44,52,101,0,14,0,14,0,30,0,705,13,37,0,57
Random core,663,C04,B10,79,669.5833333,669.5833333,0,0.52,3.41,12.55,0.17,1.39,0.9,21.04,0.16,98,1.53,0,688,118,9,57,75,150,7,21,0,11,2,38,0,713,15,63,6,70
Random core,663,C04,B10,81,669.75,669.75,0,0.51,3.89,14.42,0.13,1.29,0.99,18.35,0.19,98,1.45,0,585,119,9,49,82,146,0,20,0,10,2,42,0,672,13,63,0,49
Random core,663,C04,B10,83,669.9166667,669.9166667,0,0.4,2.69,15.88,0.12,1.11,0.8,18.69,0.16,92,1.24,0,394,136,8,53,70,111,7,12,0,7,2,40,0,684,11,58,0,36
Random core,663,C04,B10,85,670.0833333,670.0833333,0,0.5,3.53,13.78,0.15,1.46,0.84,19.63,0.18,123,1.74,203,408,145,11,46,73,80,0,21,0,13,3,44,0,695,18,70,0,38
Random core,663,C04,B10,87,670.25,670.25,0.34,0.47,2.91,14.52,0.14,1.27,0.82,20.9,0.15,102,1.32,121,464,136,9,57,77,137,8,16,0,10,0,34,0,712,19,61,0,65
Random core,663,C04,B10,89,670.4166667,670.4166667,0,0.48,3.1,15,0.11,1.32,0.94,19.45,0.18,81,1.5,0,479,144,9,54,100,121,7,16,0,9,3,49,0,678,18,70,8,75
Random core,663,C04,B10,91,670.5833333,670.5833333,0,0.47,2.67,10.61,0.12,1.5,0.88,21.96,0.15,100,1.72,0,477,98,11,55,76,171,7,19,0,12,4,41,0,733,18,71,0,59
Random core,663,C04,B10,93,670.75,670.75,0,0.47,2.81,13.2,0.13,1.43,0.81,21.64,0.18,101,1.56,0,476,89,10,55,85,130,10,21,0,12,2,37,0,726,18,59,0,55
Random core,663,C04,B10,95,670.9166667,670.9166667,0,0.48,3.14,13.8,0.14,1.41,0.88,20.14,0.2,110,1.53,135,383,159,10,50,82,164,0,18,0,9,3,41,0,690,17,71,0,44
Random core,663,C04,B10,97,671.0833333,671.0833333,0,0.42,3.48,14.44,0.09,1.53,0.95,19.25,0.23,111,1.76,143,405,145,11,49,75,144,11,22,0,8,5,50,0,662,16,78,0,41
Random core,663,C04,B10,101,671.4166667,671.4166667,0,0.4,2.78,13.24,0.09,1.57,0.85,20.53,0.2,94,1.61,123,548,98,10,68,90,123,7,17,0,8,2,42,15,681,22,84,7,85
Random core,663,C04,B10,103,671.5833333,671.5833333,0,0.41,2.23,12.74,0.07,1.28,0.66,22.83,0.15,101,1.35,0,607,81,8,60,64,276,0,14,0,0,0,35,0,800,20,67,0,59
Random core,663,C04,B10,105,671.75,671.75,0,0.3,1.55,11.02,0.09,0.87,0.49,26.26,0.08,136,0.78,0,435,65,4,37,50,75,0,10,0,0,0,24,0,851,11,41,0,42
Random core,663,C04,B10,107,671.9166667,671.9166667,0,0.33,1.09,6.27,0.05,0.68,0.42,30.36,0.05,139,0.55,0,393,63,3,38,47,69,0,10,0,0,0,14,0,807,13,45,0,39
Random core,663,C04,B10,109,672.0833333,672.0833333,0,0.28,1.39,8.17,0.08,0.91,0.39,28.32,0.08,126,0.76,0,432,0,5,45,44,88,0,10,0,0,0,18,0,864,10,40,0,47
Random core,663,C04,B10,111,672.25,672.25,0,0.4,2.48,11.36,0.11,1.4,0.76,22.3,0.13,98,1.4,0,573,88,9,63,90,152,0,17,0,0,2,38,0,719,16,65,0,73
Random core,663,C04,B10,113,672.4166667,672.4166667,0,0.39,1.19,9.86,0.07,0.49,0.39,29.05,0.06,189,0.45,0,196,65,3,20,19,33,0,4,0,0,0,16,0,579,0,29,0,14
Random core,663,C04,B10,115,672.5833333,672.5833333,0,0.41,1.37,9.16,0.07,0.58,0.39,28.22,0.05,192,0.65,0,171,0,4,20,18,33,0,6,0,0,0,17,0,598,9,29,0,12
Random core,663,C04,B10,117,672.75,672.75,0,0.37,2.77,12.25,0.12,1.03,0.84,22.38,0.14,92,1.13,0,349,115,7,39,59,67,0,12,0,9,2,43,0,705,16,65,0,32
Random core,663,C04,B10,119,672.9166667,672.9166667,0,0.5,2.89,13.62,0.13,1.22,0.95,21.48,0.15,80,1.31,0,414,101,8,48,69,83,0,13,0,8,3,44,0,694,18,68,0,49
Random core,673,C04,B11,1,673.0833333,673.0833333,0.33,0.5,3.05,13.29,0.14,1.18,0.9,21.46,0.15,95,1.27,0,400,92,8,41,64,89,6,14,0,0,2,43,0,695,17,69,0,37
Random core,673,C04,B11,3,673.25,673.25,0,0.33,2.77,13.23,0.09,1.1,0.86,21.18,0.14,61,1.2,0,351,97,8,40,61,82,8,14,0,8,3,44,0,690,16,66,0,35
Random core,673,C04,B11,5,673.4166667,673.4166667,0,0.41,2.43,11.92,0.07,1.18,0.81,22.7,0.14,107,1.23,0,438,84,8,51,70,93,0,11,0,0,2,40,0,764,17,67,0,51
Random core,673,C04,B11,7,673.5833333,673.5833333,0,0.5,3.03,12.53,0.17,1.27,0.86,21.6,0.16,107,1.33,136,365,111,9,46,83,129,0,16,0,0,2,38,0,763,23,79,0,44
Random core,673,C04,B11,9,673.75,673.75,0,0.23,2.32,9.68,0.07,1.32,0.73,13.67,0.14,67,1.19,0,323,56,6,76,117,158,9,17,0,0,2,50,0,699,21,100,0,69
Random core,673,C04,B11,11,673.9166667,673.9166667,0,0.48,5.02,12.78,0.15,2.9,1.11,18.11,0.34,143,3.39,0,479,120,22,53,80,198,9,26,32,21,0,41,0,648,19,114,9,39
Random core,673,C04,B11,13,674.0833333,674.0833333,0,0.35,3.13,15.11,0.16,1.3,0.96,19.21,0.17,84,1.62,0,326,118,9,44,66,88,12,14,0,0,3,50,0,681,21,85,5,36
Random core,673,C04,B11,15,674.25,674.25,0,0.38,2.76,13.26,0.1,1.09,0.86,21.83,0.14,98,1.13,139,330,105,8,48,68,89,0,11,0,0,3,50,0,733,22,77,0,38
Random core,673,C04,B11,17,674.4166667,674.4166667,0,0.42,2.52,12.68,0.14,1.1,0.81,22.62,0.13,101,1.16,0,328,101,7,44,65,85,0,12,0,0,2,42,0,773,19,59,6,33
Random core,673,C04,B11,19,674.5833333,674.5833333,0,0.35,2.13,9.36,0.1,1.02,0.58,18.89,0.1,76,1.03,0,203,81,6,44,75,150,0,12,0,12,2,37,0,745,16,43,0,28
Random core,673,C04,B11,21,674.75,674.75,0,0.52,3.03,13.39,0.16,1.01,0.99,21.89,0.15,101,1.08,0,300,142,7,39,64,77,7,9,0,9,3,50,0,718,16,61,8,32
Random core,673,C04,B11,23,674.9166667,674.9166667,0,0.38,2.79,11.86,0.12,0.94,0.79,23.56,0.12,129,1,0,184,127,7,33,55,100,0,9,0,0,2,40,0,765,20,45,0,22
Random core,673,C04,B11,25,675.0833333,675.0833333,0,0.42,1.95,9.19,0.09,1.5,0.52,26.5,0.09,89,1.69,0,177,63,12,37,68,120,0,15,0,11,0,27,0,956,18,42,0,20
Random core,673,C04,B11,27,675.25,675.25,0,0.47,2.57,11.49,0.11,0.99,0.73,23.9,0.12,109,1.04,0,271,129,7,35,58,124,0,10,0,8,3,41,0,802,16,50,6,23
Random core,673,C04,B11,29,675.4166667,675.4166667,0,0.49,2.11,9.39,0.09,0.87,0.65,26.24,0.11,144,0.95,0,176,80,6,32,49,74,8,9,0,0,3,34,0,822,13,39,0,22
Random core,673,C04,B11,31,675.5833333,675.5833333,0,0.36,0.83,5.15,0.04,0.41,0.28,33.22,0.03,218,0.31,0,89,0,2,22,14,28,0,0,0,0,0,9,0,497,0,12,0,0
Random core,673,C04,B11,33,675.75,675.75,0,0.34,0.7,4.52,0.05,0.35,0.27,34.18,0.03,213,0.23,0,91,0,1,21,0,33,0,0,0,0,0,9,0,558,0,17,0,0
Random core,673,C04,B11,35,675.9166667,675.9166667,0,0.42,2.92,12.8,0.09,1.07,0.86,22.47,0.15,124,1.15,0,341,129,7,43,75,105,9,13,0,10,3,45,0,754,13,48,5,38
Random core,673,C04,B11,37,676.0833333,676.0833333,0,0.48,2.68,11.1,0.2,1.41,0.9,23.15,0.14,129,1.38,0,582,140,8,71,108,109,0,18,0,12,0,40,0,737,16,59,6,100
Random core,673,C04,B11,39,676.25,676.25,0,0.31,0.94,5.57,0.06,0.72,0.3,30.87,0.05,132,0.62,0,454,0,5,64,24,139,0,9,0,0,0,12,0,1030,0,24,0,50
Random core,673,C04,B11,41,676.4166667,676.4166667,0,0.56,2.06,6.91,0.11,0.94,0.52,28.97,0.09,120,0.93,0,652,0,6,53,46,103,0,11,0,0,0,25,0,878,11,37,0,61
Random core,673,C04,B11,43,676.5833333,676.5833333,0,0.43,0.64,2.79,0.03,0.4,0.18,34.91,0.05,179,0.35,0,186,0,2,21,14,30,0,0,0,0,0,0,0,689,0,12,0,0
Random core,673,C04,B11,45,676.75,676.75,0,0.35,3.65,11.91,0.08,1.5,0.83,20.36,0.16,86,1.63,0,836,125,10,76,76,185,7,19,0,14,0,46,0,686,20,60,5,92
Random core,673,C04,B11,47,676.9166667,676.9166667,0,0.52,5.32,12.8,0.17,1.86,0.97,18.05,0.24,111,1.93,4154,1061,135,11,100,72,163,0,29,0,15,2,43,0,1087,10,78,0,165
Random core,673,C04,B11,49,677.0833333,677.0833333,0,0.52,1.8,9.28,0.72,1.18,0.34,26.71,0.07,104,1.48,260,468,0,10,53,37,134,7,18,0,15,0,21,20,1114,35,33,0,71
Random core,673,C04,B11,51,677.25,677.25,0,0.4,2.56,13.61,0.11,1.2,0.8,21.19,0.12,65,1.21,0,769,95,7,68,78,142,11,14,0,14,0,36,0,672,16,50,0,106
Random core,673,C04,B11,53,677.4166667,677.4166667,0,0.44,2.67,12.89,0.1,1.37,0.82,21.89,0.13,80,1.43,0,562,72,9,65,88,184,9,16,0,9,3,40,0,648,14,55,0,112
Random core,673,C04,B11,55,677.5833333,677.5833333,0,0.56,3.37,12.33,0.13,1.27,0.89,21.58,0.13,104,1.32,0,482,133,8,54,71,132,9,20,0,14,3,39,0,644,15,66,5,72
Random core,673,C04,B11,57,677.75,677.75,0,0.35,2.51,15.19,0.13,1.23,0.73,20.1,0.12,94,1.24,144,506,78,8,49,61,151,7,17,0,7,2,35,14,624,13,49,5,74
Random core,673,C04,B11,59,677.9166667,677.9166667,0,0.36,2.51,14.28,0.12,1.24,0.74,21.07,0.16,99,1.3,0,569,92,9,57,71,121,11,14,0,12,2,33,0,670,18,55,0,70
Random core,673,C04,B11,61,678.0833333,678.0833333,0.38,0.38,2.35,13.43,0.09,1.53,0.68,21.79,0.13,97,1.47,0,714,73,10,77,72,182,0,17,0,12,2,34,0,665,12,53,0,120
Random core,673,C04,B11,63,678.25,678.25,0,0.28,2.42,14.29,0.08,1.3,0.73,21,0.13,96,1.33,0,614,104,9,69,83,176,8,19,0,14,2,39,0,658,14,59,5,102
Random core,673,C04,B11,65,678.4166667,678.4166667,0,0.37,2.52,13.49,0.08,1.35,0.7,21.39,0.14,94,1.37,0,683,115,9,66,80,160,0,20,0,14,3,40,0,662,14,62,5,103
Random core,673,C04,B11,67,678.5833333,678.5833333,0.34,0.39,2.39,13.46,0.09,1.34,0.75,21.65,0.15,97,1.32,131,656,118,8,71,81,183,9,17,0,11,2,36,0,649,14,61,7,100
Random core,673,C04,B11,69,678.75,678.75,0.31,0.41,2.45,14.96,0.08,1.07,0.72,21.41,0.13,75,1.11,0,433,75,8,43,47,159,0,15,0,7,0,31,0,672,10,62,7,51
Random core,673,C04,B11,71,678.9166667,678.9166667,0,0.36,3.33,13.43,0.11,1.15,0.88,20.79,0.16,82,1.23,0,493,91,8,45,58,128,7,14,0,9,3,42,0,685,15,82,0,54
Random core,683,C05,B02,1,683.0833333,683.0833333,0,0.38,1.6,2.65,0.25,0.98,0.19,32.87,0.39,205,1.45,150,342,0,11,26,13,45,0,20,0,15,0,0,0,1022,14,149,0,36
Random core,683,C05,B02,3,683.25,683.25,0,0.43,2.72,9.75,0.12,1.14,0.74,25.1,0.15,114,1.31,0,751,0,8,60,67,211,8,14,0,10,2,39,0,779,8,49,5,72
Random core,683,C05,B02,5,683.4166667,683.4166667,0,0.3,0.48,3.21,0.02,0.28,0.21,35.13,0.02,228,0.16,0,170,0,1,23,0,39,0,0,0,0,0,7,0,594,0,0,0,0
Random core,683,C05,B02,7,683.5833333,683.5833333,0,0.34,0.49,4.04,0,0.33,0.25,34.46,0.03,219,0.21,0,185,0,1,23,0,45,0,0,0,0,0,9,0,500,0,10,0,14
Random core,683,C05,B02,9,683.75,683.75,0.36,0.41,0.5,0.97,0.02,0.35,0.15,36.57,0.01,297,0.31,0,85,0,2,20,0,28,0,0,0,0,0,0,0,677,0,21,0,0
Random core,683,C05,B02,11,683.9166667,683.9166667,0,0.29,1.04,7.64,0.04,0.61,0.29,29.62,0.22,214,0.26,1839,519,0,2,38,18,36,0,0,0,0,0,13,0,629,0,37,0,27
Random core,683,C05,B02,13,684.0833333,684.0833333,0,0.39,2.52,9.93,0.11,0.98,0.7,25.73,0.14,105,0.94,0,649,76,6,51,62,143,8,10,0,0,0,37,0,816,12,56,0,51
Random core,683,C05,B02,15,684.25,684.25,0,0.32,2.93,10.37,0.07,1.33,0.74,23.87,0.16,132,1.47,0,702,114,9,59,72,122,0,24,0,15,0,38,0,767,15,59,0,48
Random core,683,C05,B02,17,684.4166667,684.4166667,0,0.26,1.84,8.74,0.15,0.86,0.54,27.12,0.09,89,0.78,0,641,92,5,47,58,275,0,10,0,0,0,23,0,932,18,45,5,30
Random core,683,C05,B02,19,684.5833333,684.5833333,0,0.38,3.14,12.18,0.11,1.12,0.93,21.94,0.17,108,1.25,152,702,179,8,63,88,161,7,15,0,10,3,53,0,680,14,76,6,49
Random core,678.64,C05,B01,73,684.7233333,684.7233333,0,0.33,3.15,13.74,0.08,1.23,0.76,20.56,0.16,116,1.41,0,375,83,9,42,50,86,7,14,29,0,2,39,0,648,16,77,0,48
Random core,683,C05,B02,21,684.75,684.75,0,0.47,2.79,11.55,0.12,1.06,0.88,23.05,0.15,106,1.13,125,554,136,7,46,75,162,0,15,0,9,2,47,0,716,13,69,0,31
Random core,678.64,C05,B01,75,684.89,684.89,0,0.25,2.66,13.62,0.05,1.29,0.63,20.39,0.12,90,1.41,0,363,0,8,49,62,134,0,19,0,15,0,30,0,696,18,73,0,44
Random core,683,C05,B02,23,684.9166667,684.9166667,0,0.34,2.73,10.68,0.09,1.08,0.76,23.88,0.16,89,1.16,0,518,106,8,51,70,137,8,13,0,0,2,39,0,710,16,74,5,32
Random core,678.64,C05,B01,77,685.0566667,685.0566667,0,0.37,2.91,14.4,0.11,1.17,0.79,20.46,0.15,66,1.25,0,452,0,8,50,65,132,0,14,0,9,0,41,0,653,15,83,6,70
Random core,683,C05,B02,25,685.0833333,685.0833333,0,0.58,5.72,12.79,0.12,1.62,1.39,18,0.26,117,2.1,0,512,164,13,45,74,113,9,21,0,18,4,62,0,527,21,118,0,39
Random core,678.64,C05,B01,79,685.2233333,685.2233333,0,0.48,2.79,13.61,0.1,1.19,0.76,21.94,0.15,83,1.21,0,452,104,7,53,61,174,0,13,0,0,2,37,0,685,14,76,7,60
Random core,683,C05,B02,27,685.25,685.25,0,0.37,1.65,9.05,0.36,0.76,0.42,27.76,0.07,84,0.71,154,371,0,4,36,34,157,7,9,0,8,2,19,0,973,27,46,0,11
Random core,678.64,C05,B01,81,685.39,685.39,0,0.32,2.27,13.79,0.07,1.01,0.65,22.38,0.13,94,0.99,0,415,94,6,48,50,162,0,13,0,10,0,32,0,731,11,58,0,49
Random core,683,C05,B02,29,685.4166667,685.4166667,0,0.35,2.86,9.42,0.11,1.25,0.56,25.05,0.15,149,1.37,195,433,87,9,43,56,212,7,17,0,9,0,31,0,842,15,69,0,25
Random core,678.64,C05,B01,83,685.5566667,685.5566667,0,0.44,3.3,12.46,0.1,1.33,0.85,21.67,0.17,113,1.41,0,604,111,9,51,76,176,11,17,0,10,0,38,0,673,11,71,0,57
Random core,683,C05,B02,31,685.5833333,685.5833333,0,0.39,3.69,9.56,0.11,2.52,0.62,23.17,0.19,164,3.19,137,564,108,20,46,56,171,0,23,0,14,2,27,0,674,15,77,0,34
Random core,678.64,C05,B01,85,685.7233333,685.7233333,0,0.37,2.9,12.72,0.07,1.26,0.82,21.68,0.16,104,1.34,0,538,94,8,55,73,150,0,17,0,14,2,42,0,677,13,74,8,63
Random core,683,C05,B02,33,685.75,685.75,0,0.35,1.77,11.26,0.16,0.77,0.5,25.73,0.09,108,0.78,0,443,79,5,45,46,181,8,9,0,0,0,22,0,821,24,61,5,25
Random core,678.64,C05,B01,87,685.89,685.89,0,0.27,0.38,3.02,0,0.28,0.16,35.6,0.02,201,0.16,0,110,0,1,22,13,21,0,0,0,0,0,0,0,560,0,13,0,9
Random core,683,C05,B02,35,685.9166667,685.9166667,0,0.44,4.12,13.66,0.14,1.44,1.02,18.98,0.24,116,1.65,0,710,170,10,65,83,142,10,21,0,15,2,52,0,605,20,90,5,44
Random core,678.64,C05,B01,89,686.0566667,686.0566667,0,0.22,0.46,2.45,0.11,0.38,0.16,35.63,0.02,243,0.25,0,78,0,2,21,0,35,0,4,0,0,0,7,0,694,0,18,0,0
